Date,Open,High,Low,Close
2018-11-15,835.5,845.74,831.25,841.91
2018-11-16,841.45,847.51,840.21,845.12
2018-11-19,844.58,855.59,842.8,853.28
2018-11-20,853.56,855.15,838.86,842.01
2018-11-21,842.08,850.43,839.66,846.31
2018-11-22,845.65,849.21,844.78,847.48
2018-11-23,848.55,849.41,837.79,843.48
2018-11-26,841.16,849.23,840.16,843.69
2018-11-27,843.63,845.67,831.29,833.95
2018-11-28,833.71,835.04,816.75,824.63
2018-11-29,825.08,830.36,817.35,819.99
2018-11-30,820,821.01,797.95,798.43
2018-12-03,799,814.73,799,807.82
2018-12-04,808.11,808.11,798.92,804.34
2018-12-05,804.31,804.8,791,800.9
2018-12-06,800.35,802.58,785.56,790.25
2018-12-07,789.93,795.49,785.13,793.01
2018-12-10,794.19,795.33,778.64,786.02
2018-12-11,784.94,790.66,780.3,785.55
2018-12-12,784.7,805.49,784.7,803.34
2018-12-13,802.88,807.97,790.9,796.63
2018-12-14,796.43,797.45,782.72,787.33
2018-12-17,786.44,797.78,783.04,794.51
2018-12-18,794.61,795.65,786.65,790.81
2018-12-19,790.88,798.18,785.36,786.46
2018-12-20,786.45,797.58,784.97,795.09
2018-12-21,794.63,798.03,788.03,788.54
2018-12-24,790.48,795.91,785.84,785.84
2018-12-26,787.75,802.18,785.89,797.34
2018-12-27,797.44,801.71,788.19,797.04
2018-12-28,796.5,801.2,789.26,790.16
2018-12-31,790.45,797.45,787.54,795.66
2019-01-02,796,800,785.77,795.36
2019-01-03,794.08,798.86,790.79,797.69
2019-01-04,798.92,823.14,796.78,821.3
2019-01-07,821.63,830.95,819.51,821.75
2019-01-08,821.95,825.68,815.07,819.27
2019-01-09,818.94,826.03,818.94,825.57
2019-01-10,824.98,828.58,819.95,820.05
2019-01-11,820.82,825.34,810.24,810.8
2019-01-14,810.16,813.37,800.47,802.34
2019-01-15,802.71,806.65,797.24,799.51
2019-01-16,799,807.38,798.13,806.88
2019-01-17,807.55,813.63,801.9,810.19
2019-01-18,811.17,815.76,796.12,798.49
2019-01-21,795.36,801.8,794.51,796.84
2019-01-22,796.85,797.58,787.7,790.69
2019-01-23,791.2,796.05,789.65,794.72
2019-01-24,794.67,804.85,792,803.28
2019-01-25,803.77,818.75,802.04,817.1
2019-01-28,817.59,819.86,809.45,811.99
2019-01-29,812.55,818.87,811.45,814.27
2019-01-30,814.23,819.85,813.05,817.44
2019-01-31,817.1,825.77,816.3,822
2019-02-01,822.01,832.46,818.21,825.09
2019-02-04,825.39,825.73,814.51,820.13
2019-02-05,821.29,825.21,817.85,818.93
2019-02-06,819.3,821.02,806.03,806.58
2019-02-07,806.6,807.94,796.15,798.34
2019-02-08,798.68,800.98,794.67,800.94
2019-02-11,802.2,802.2,784.9,786.72
2019-02-12,786.82,793.52,784.91,791.86
2019-02-13,791.75,794.48,786.23,786.35
2019-02-14,786.77,789.5,780.3,787.8
2019-02-15,788.47,808.39,784.4,807.5
2019-02-18,807.8,809.64,802.57,806.47
2019-02-19,806.58,822.14,806.2,819.82
2019-02-20,819.45,832.94,818.18,827.4
2019-02-21,828.27,829.93,818.76,823.13
2019-02-22,823.22,845.27,823.22,842.57
2019-02-25,844.58,855.98,843.93,853.66
2019-02-26,853.36,861.75,848.1,861.75
2019-02-27,861.08,872.68,859.95,869.33
2019-02-28,868.99,876.58,864.15,870.85
2019-03-01,870.2,874.8,857.69,857.69
2019-03-04,862.36,863.89,835.95,836.72
2019-03-05,837.13,841.75,834.73,837.86
2019-03-06,837.81,838.37,825.75,827.32
2019-03-07,829.6,829.6,813.74,814.74
2019-03-08,814.75,821.68,812.57,819.09
2019-03-11,817,819.13,809.99,818.56
2019-03-12,820.22,836.97,819.7,836.28
2019-03-13,834.79,848.02,833.69,843.68
2019-03-14,844.39,844.39,823.67,824.2
2019-03-15,824.77,836.3,823.94,831.77
2019-03-18,831.31,839.17,824.34,836.3
2019-03-19,834.81,854.52,834.64,852.28
2019-03-20,851.63,866.22,850.4,862.36
2019-03-21,863.97,875.45,859.41,861.75
2019-03-22,862.43,866.16,846.89,847.8
2019-03-25,846.5,860.44,842.63,858.82
2019-03-26,859.67,862.75,850.51,858.85
2019-03-27,859.09,869.34,853.24,853.24
2019-03-28,852.06,864.4,835.56,839.35
2019-03-29,841.13,856.79,840.5,849.34
2019-04-01,849.46,856.8,844.26,849.92
2019-04-02,849.8,854.54,845.78,851.21
2019-04-03,851.05,870.55,850.575,868.74
2019-04-04,870,900.1,869.86,898.52
2019-04-05,898.75,907.96,885.7,900.57
2019-04-08,901.17,915.53,900.36,909.32
2019-04-09,909.05,910.43,891.09,891.6
2019-04-10,891.85,907.6,886.85,903.1
2019-04-11,901.91,910.3,889.25,892.51
2019-04-12,892,903.23,892,893.69
2019-04-15,890.88,893.15,879.82,888.4
2019-04-16,888.22,892.5,878.8,881.8
2019-04-17,882.15,889.59,878.9,889.34
2019-04-18,889,903.07,882.6,903.04
2019-04-22,901.99,911.01,895.45,898.96
2019-04-23,899.28,902.05,881.94,888.81
2019-04-24,886.95,893.63,883.48,884.67
2019-04-25,883.47,888.13,878.73,886.88
2019-04-26,887.43,899.01,885.45,898.85
2019-04-29,899.05,900.97,888.84,895.53
2019-04-30,896.42,900.59,886.63,887.84
2019-05-01,888.37,888.64,864.63,866.54
2019-05-02,866.35,870.34,849.87,850.82
2019-05-03,849.37,872.25,844.69,871.6
2019-05-06,869.34,879.28,856.98,876.5
2019-05-07,875.45,884.79,867.67,870.35
2019-05-08,870.38,875.67,861.12,861.51
2019-05-09,861.57,863.7,848.21,848.85
2019-05-10,848.9,867.17,847.58,865.45
2019-05-13,864.96,864.96,850.91,853.43
2019-05-14,853.99,865.27,853.42,856.52
2019-05-15,856.64,858.59,843.15,845.66
2019-05-16,846.49,850.82,832.4,834.02
2019-05-17,835,835,818.21,818.73
2019-05-20,818.04,826.44,811.7,814.7
2019-05-21,815.21,819.2,807.87,816.7
2019-05-22,816.09,817.33,804.49,804.65
2019-05-23,816.61,816.61,797.13,799.76
2019-05-24,799.65,809.31,799.09,805.2
2019-05-27,806.27,812.1,802.76,809.81
2019-05-28,810.62,816.58,796.93,799.37
2019-05-29,799.72,801.25,792.54,793.64
2019-05-30,793.81,798.96,789.32,796.4
2019-05-31,796.35,797.05,790.78,794.01
2019-06-03,794.97,824.73,793.88,822.4
2019-06-04,822.58,826.13,817.73,820.26
2019-06-05,820.79,833.04,803.09,804.97
2019-06-06,804.8,809.05,800.98,803.86
2019-06-07,804.82,811.89,801.24,807.26
2019-06-10,807.48,811.45,797.69,806.77
2019-06-11,806.82,816.2,802.41,814.92
2019-06-12,815.35,820.1,809.21,811.05
2019-06-13,811.42,815.2,806.48,812.35
2019-06-14,812.4,818.83,803.26,804.11
2019-06-17,805.1,805.79,793.18,795.21
2019-06-18,795.17,805.1,791.49,803.5
2019-06-19,804.3,811.65,797.85,811.28
2019-06-20,811.95,823.27,806.05,807.36
2019-06-21,808.82,815.1,801.2,809.67
2019-06-24,810.43,815.91,809.38,815.16
2019-06-25,814.82,820.08,808.26,810
2019-06-26,809.71,819.84,805.36,816.45
2019-06-27,816.57,817.4,808.61,813.67
2019-06-28,814,839.98,813.94,835.59
2019-07-01,834.75,845.78,830.78,832.35
2019-07-02,835.1,838.8,825.09,829.84
2019-07-03,830.13,843.67,829.09,839.55
2019-07-04,839.55,841.31,833.54,835.01
2019-07-05,835.69,838.59,805.23,810.41
2019-07-08,811.95,821.01,809.5,817.31
2019-07-09,817.09,817.18,808.05,812.01
2019-07-10,812.18,828.88,809.29,826.84
2019-07-11,827.36,832.11,823.07,823.88
2019-07-12,824.58,831.6,818.01,830.94
2019-07-15,831.53,847.48,829.44,842.91
2019-07-16,843.48,851.47,837.75,837.78
2019-07-17,840.03,850.37,834.94,845.22
2019-07-18,846.72,853.27,844.5,853.21
2019-07-19,853.21,860.45,845.89,846.54
2019-07-22,845.49,851.69,845.16,848.55
2019-07-23,848.86,856.7,844.06,856.14
2019-07-24,856.74,877.81,854.93,877.08
2019-07-25,877.65,884.91,861.39,867.36
2019-07-26,866.99,869.74,860.55,864.5
2019-07-29,865.4,882.1,865.05,880.76
2019-07-30,880.76,882.27,868.41,870.88
2019-07-31,871.34,879.34,862.89,865.02
2019-08-01,864.45,866.04,843.93,852.95
2019-08-02,853.7,858.17,842.87,844.84
2019-08-05,846.4,859.08,843.33,855.88
2019-08-06,855.6,859.14,845.92,852.73
2019-08-07,853.18,869.82,849.38,864.83
2019-08-08,864.65,868.94,852.07,865.26
2019-08-09,865.51,868.54,858.59,861.54
2019-08-12,860.93,862.74,853.95,858
2019-08-13,858.23,866.83,844.99,855.39
2019-08-14,855.54,855.93,843.94,845.12
2019-08-15,845.45,848.28,833.73,841.19
2019-08-16,840.9,850.69,833.76,849.19
2019-08-19,849.94,857.49,843.74,851.5
2019-08-20,851.63,855.57,845.43,849.61
2019-08-21,849.06,856.54,841.21,852.99
2019-08-22,853.38,861.04,846.57,858.52
2019-08-23,858.18,868.79,851.72,858.13
2019-08-26,857.79,866.16,853.56,856.77
2019-08-27,856.11,868.63,855.32,865.98
2019-08-28,866,908.91,865.92,899.42
2019-08-29,903.08,934.78,895.35,917.12
2019-08-30,917.1,939.38,914.27,932.14
2019-09-02,935.49,939.15,925.25,930.55
2019-09-03,928.75,959.75,928.59,958.62
2019-09-04,957.74,989.26,957.74,986.33
2019-09-05,985.4,996.65,945.79,960.06
2019-09-06,962.49,965.1,928.58,947.02
2019-09-09,949.71,961.83,943.41,947.74
2019-09-10,947.26,948.16,930.04,930.56
2019-09-11,931.79,945.26,930.39,944.77
2019-09-12,941.79,959.83,941.79,951.41
2019-09-13,950.59,962.29,947.77,949.04
2019-09-16,951.2,959.83,930.49,937.17
2019-09-17,938.4,945.12,931.16,941.03
2019-09-18,942.27,943.77,923.36,931.69
2019-09-19,932.35,942.98,924.7,938.84
2019-09-20,938,949.14,937.78,946.08
2019-09-23,944.26,962,944.26,959.16
2019-09-24,959.13,961.95,948.73,953.91
2019-09-25,955.09,958.6,924.84,927.89
2019-09-26,926.96,937.08,926.7,930.82
2019-09-27,930.54,934.33,921.5,929.7
2019-09-30,931.03,934.71,878.23,883.23
2019-10-01,882.86,887.8,876.09,877.7
2019-10-02,877.75,892.69,871.5,888.07
2019-10-03,888.45,897.42,885.89,888.52
2019-10-04,889.95,890.1,873.55,881.67
2019-10-07,880.02,887.44,875.02,877.95
2019-10-08,878.1,891.48,876.75,888.98
2019-10-09,889.86,895.6,883.63,892.02
2019-10-10,893.19,902.72,884.35,898.62
2019-10-11,898.61,905.16,886.1,896.56
2019-10-14,893.52,899.847,888.45,893.48
2019-10-15,893.38,899.86,883.18,885.47
2019-10-16,884.49,888.96,876.93,885.88
2019-10-17,890.46,890.46,881.2,887.54
2019-10-18,887.85,893.48,883.22,891.21
2019-10-21,891.81,896.83,885.56,888.36
2019-10-22,888.35,892.11,886.75,891.38
2019-10-23,891.38,918.81,890.5,916.7
2019-10-24,916.81,930.35,916.81,923.03
2019-10-25,922.95,938.25,922.22,925.67
2019-10-28,926,932.93,913.92,918.81
2019-10-29,918.69,921.73,910.19,920.8
2019-10-30,920.25,926.96,914.89,926.74
2019-10-31,925.4,938.57,923.15,932.99
2019-11-01,933.35,954.29,930.82,949.88
2019-11-04,950.2,955.44,932.34,936.57
2019-11-05,938.5,939.43,925.06,929.22
2019-11-06,929.19,932.1,923.05,929.81
2019-11-07,929.09,934.38,905.98,909.24
2019-11-08,909.65,911.32,887.62,887.62
2019-11-11,887.92,890.72,873.9,876.63
2019-11-12,877.03,880.55,865.86,869.08
2019-11-13,868.95,877.51,868.95,875.19
2019-11-14,875.45,883.88,870.8,881.11
2019-11-15,882.2,896.78,875.59,890.1
2019-11-18,890.4,898.2,879.44,894.6
2019-11-19,894.81,911.71,893.91,910.7
2019-11-20,911.14,919.41,906.84,917.04
2019-11-21,918.15,926.89,911.07,915.47
2019-11-22,915.6,916.46,887,891.68
2019-11-25,891.16,900.17,889.63,897.74
2019-11-26,897.65,911.5,894.05,908.2
2019-11-27,908.64,908.64,889.4,894.52
2019-11-28,895.24,896.59,889.37,892.93
2019-11-29,892.08,901.64,892.08,896.09
2019-12-02,896.13,903.52,891.44,898.66
2019-12-03,898.5,911.13,896.28,909.9
2019-12-04,910.51,915.46,895.17,895.38
2019-12-05,895.8,901.76,885.55,898.01
2019-12-06,898.8,901.5,892.5,896.75
2019-12-09,897.5,899.79,889.15,895.2
2019-12-10,895.06,923.49,894.46,922.38
2019-12-11,922.24,944.44,917.3,940.04
2019-12-12,940.38,948.44,936.39,944.79
2019-12-13,945.25,946.35,923.93,927.44
2019-12-16,927.56,936.15,926.56,929.94
2019-12-17,930.41,934.74,921.78,928.32
2019-12-18,928.13,936.38,924.73,936.34
2019-12-19,936.3,938.49,926.9,934.31
2019-12-20,936.85,937.68,911.3,911.3
2019-12-23,911.58,939.14,910.93,937.13
2019-12-24,936.89,947.27,930.03,944.33
2019-12-26,948.31,960.51,940.19,949.69
2019-12-27,946.01,953.8,943.95,945.64
2019-12-30,945.99,962.03,945.5,958.08
2019-12-31,957.74,981.05,957.74,966.82
2020-01-02,965.51,989.78,965.51,979.88
2020-01-03,979.83,994.07,979.11,980.59
2020-01-06,987.85,993.25,956.08,963.87
2020-01-07,963.22,976.24,957.08,971.86
2020-01-08,969.88,976.82,953.09,954.51
2020-01-09,954,971.18,949.91,966.98
2020-01-10,968.14,982.63,962.75,978.22
2020-01-13,978.87,979.1,966.03,975.32
2020-01-14,974.29,984.9,967.3,984.9
2020-01-15,983.15,1025.51,983.15,1021.02
2020-01-16,1022.82,1040.34,997.32,1005.89
2020-01-17,1004.8,1026.86,1003.38,1023.5
2020-01-20,1022.86,1030.69,1010.58,1019.54
2020-01-21,1020.95,1025.65,992.36,1000.62
2020-01-22,1003.24,1018.8,994.74,1015.16
2020-01-23,1015.19,1020.3,1000.13,1004.93
2020-01-24,1024.74,1024.74,1001.37,1007.36
2020-01-27,1006.95,1011.2,985.13,985.44
2020-01-28,985.98,993.23,982.2,988.96
2020-01-29,988.3,996.71,972.53,977.74
2020-01-30,977.64,981.81,964.1,979.77
2020-01-31,978.88,983.75,958.1,960.73
2020-02-03,960.55,972.63,952.59,968.81
2020-02-04,968.72,981.68,959.21,965.04
2020-02-05,965.08,986.24,961.72,984.25
2020-02-06,984.04,987.85,961.48,963.61
2020-02-07,964.21,974.64,959.72,970.27
2020-02-10,967.7,975.5,957.33,963.31
2020-02-11,963.34,974.22,961.76,971.52
2020-02-12,972,972.96,955.96,963.45
2020-02-13,963.34,975.21,961.61,970.45
2020-02-14,969.79,976.92,964.34,966.12
2020-02-17,965.16,973.19,965.16,970.55
2020-02-18,970.67,993.93,969.77,992.45
2020-02-19,992.57,1018.07,992.18,1007.63
2020-02-20,1007.6,1010.84,974.02,980.07
2020-02-21,979.7,987,973.07,977.05
2020-02-24,976.1,977.82,961,965.98
2020-02-25,966.5,970.78,926.17,928.49
2020-02-26,927.29,936.98,910.24,914.47
2020-02-27,914.6,925.01,900.14,901.2
2020-02-28,902.98,906.08,851.43,860.04
2020-03-02,865,885.79,852.19,862.69
2020-03-03,863.83,879.8,861,878.77
2020-03-04,879.69,890.18,868.11,876.38
2020-03-05,875.89,876.74,858.67,867.99
2020-03-06,867.87,905.1,857.9,903.13
2020-03-09,915.34,915.34,862.99,865.49
2020-03-10,869.3,889.98,868.81,871.64
2020-03-11,874.53,886.02,864.06,864.48
2020-03-12,865.57,868,759.14,766.82
2020-03-13,773.62,818.67,744.05,762.34
2020-03-16,746.58,770.15,599.36,667.4
2020-03-17,664.34,714.28,603.34,664
2020-03-18,668.27,680.6,604.63,625.08
2020-03-19,621.36,645.81,586.28,592.76
2020-03-20,595.55,636.86,593.4,612.35
2020-03-23,596.32,647.47,595.2,640.8
2020-03-24,650,713.65,648.9,709.35
2020-03-25,720.59,747.33,711.69,718.38
2020-03-26,741.73,743.6,711.4,735.4
2020-03-27,738.66,757.27,733.78,745.27
2020-03-30,745.26,747.14,716.6,725.21
2020-03-31,727.97,737.75,719.03,724.25
2020-04-01,722.74,730.5,707.09,721.13
2020-04-02,719.51,734.73,715.4,731.15
2020-04-03,729.81,731.75,716.4,725.1
2020-04-06,719.12,743.43,719.12,740.3
2020-04-07,738.85,750.46,734.27,739.85
2020-04-08,739.3,745.06,729.02,733.4
2020-04-09,733.75,754.46,731.76,749.22
2020-04-13,750.78,752.78,742.17,750.46
2020-04-14,752.53,790.81,748.82,782.56
2020-04-15,785.61,791.98,771,777.89
2020-04-16,774.95,793.46,772.76,789.55
2020-04-17,791,791.33,770.19,776.66
2020-04-20,776.38,787.11,771.53,774.72
2020-04-21,775,775.58,721.79,748.01
2020-04-22,748.9,763.06,743.09,759.55
2020-04-23,761.53,781.18,754.88,766.08
2020-04-24,760.44,773.03,755.41,766.24
2020-04-27,768.42,774.07,753.29,764.69
2020-04-28,766.21,779.08,757.42,772.73
2020-04-29,774.2,786.75,770.39,781.46
2020-04-30,780.6,788.15,766.21,776.11
2020-05-01,777.38,784.76,760.29,766.79
2020-05-04,761.42,772.92,754.31,768.46
2020-05-05,779.1,779.1,763.3,767.66
2020-05-06,774.2,774.2,748.29,754.86
2020-05-07,750.23,770.93,750.23,766.39
2020-05-08,771.07,780.4,764.65,771.49
2020-05-11,770.15,780.99,758.79,767.95
